Site ID,Site Name,Country,UNESCO Mention,Mentioned Major Stone(s),Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
945,Chhatrapati Shivaji Terminus (formerly Victoria Terminus),India,Yes,"Yellow Malad Stone, Italian Marble, Polished Granite, White Limestone",Victorian Gothic Revival blended with traditional Indian architecture; nan,Internal (DS/OUV),,10 years starting in 1878 (1878–1888),Internal (DS/OUV),,19th-Century British Commonwealth / Colonial India,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,"Italian Marble, Polished Granite, White Limestone",Internal (DS/OUV),,Local Yellow Malad Stone (Yellow Basalt),Internal (DS/OUV),,"Trachytic/Basaltic tuff (Malad yellow stone), crystalline marble, fine-grained limestone",External,Maitri Dore (2014),,,,,,,"Yellow (Malad stone), White (Limestone/Marble)",Internal (DS/OUV),,,,,na,,,Malad Quarries (Mumbai); Carrara (Italy),Internal (DS/OUV),,India (Malad stone) and Italy (Marble),Internal (DS/OUV),,Mixed (Local yellow Malad stone; Imported Italian marble),Internal (DS/OUV),,Local (<25 km) for Malad stone; International long-distance sea route for Italian marble,Internal (DS/OUV),,"Octagonal ribbed masonry dome, drum, turrets, pointed arches, main entrance gates, columns, and exterior walls",Internal (DS/OUV),,"3D-stone carvings of local flora and fauna, gargoyles, allegorical grotesques, arched tympana, portrait roundels, relief busts, decorated rose windows, lion/tiger gate pillars",Internal (DS/OUV),,"Ashlar stone masonry, octagonal ribbed dome masonry, bas-relief and openwork stone carving",Internal (DS/OUV),,Atmospheric degradation from air pollution/traffic emissions and chemical weathering from coastal saline air,Internal (DS/OUV),,,,,"Phase II conservation works ongoing under the long-term management plan by the Architectural Conservation Cell (ACC, initiated 1997)",Internal (DS/OUV),,Good,Internal (DS/OUV),,"ICOMOS Advisory Body Evaluation, 
Official UNESCO Dossier, and 
Maitri Dore (2014)",,,Tier 9: Unflagged,
949,My Son Sanctuary,Viet Nam,Yes,Sandstone (used for pillars and carved bas-reliefs),Tower-temples (Religious and political capital of the Champa Kingdom); Architectural ensemble; nan,Internal (DS/OUV),,4th to 13th centuries CE,Internal (DS/OUV),,Champa Kingdom (Cham civilization / Dua Clan),Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fired brick (main construction), Stone pillars",Internal (DS/OUV),,"Sandstone bas-reliefs (depicting scenes from Hindu mythology), Intricate carved-brick decorations",Internal (DS/OUV),,Brick construction with stone elements,Internal (DS/OUV),,Severe climatic conditions (flooding and high humidity),Internal (DS/OUV),,,,,Historical interventions under French and Polish expert guidance; Ongoing conservation by national and international teams,Internal (DS/OUV),,Moderate,,,,,,Tier 9: Unflagged,
968,Agricultural Landscape of Southern Öland,Sweden,Yes,Limestone,"Agrarian landscape, villages, stone walls; nan",Internal (DS/OUV),,"~5,000 years (Prehistoric, Iron Age, Medieval, 18th/19th centuries)",Internal (DS/OUV),,Öland farmers / Agrarian settlement,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,Limestone (bedrock/plateau),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Local (Derived from local limestone bedrock),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Excellent,,,,,,Tier 9: Unflagged,
983,"Historic Town of St George and Related Fortifications, Bermuda",United Kingdom of Great Britain and Northern Ireland,Yes,Limestone,"Colonial, English military engineering, Garrison town; nan",Internal (DS/OUV),,17th to 20th century (Settlement began August 1612),Internal (DS/OUV),,English / British Colonial,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,Local limestone / Bermudian limestone,Internal (DS/OUV),,,,,,,,,,,White (due to whitewashing),,,,,,,,,,,,United Kingdom of Great Britain and Northern Ireland (Bermuda),Internal (DS/OUV),,Local materials / Local stone,Internal (DS/OUV),,,,,"Walls, roofs, foundations, fortification batteries, seawalls",Internal (DS/OUV),,,,,Early masonry construction / Cut soft stone blocks whitewashed for water catchment,Internal (DS/OUV),,"Storm damage, exposure to maritime environments, invasive plant species",Internal (DS/OUV),,,,,"Major restorations (Seawalls, roof, window restorations, structural repairs, graffiti removal)",Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
984,Blaenavon Industrial Landscape,United Kingdom of Great Britain and Northern Ireland,Yes,"Coal, Limestone, Fireclay, Iron Ore","Industrial Landscape (Coal & iron mines, quarries, primitive railway system, furnaces, casting houses, workers' housing, water balance tower, church, workmen's hall, school); nan",Internal (DS/OUV),,"Late 18th Century to 19th Century (Furnaces c. 1789, St. Peter's Church 1804, Water Balance Tower 1839, Workmen's Hall 1894, Big Pit closed 1980)",Internal (DS/OUV),,British / Industrial Revolution (South Wales Industrial Era),Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,"Fireclay, Iron Ore",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Mentioned local quarries in the surrounding landscape/valley,Internal (DS/OUV),,united kingdom,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Base of massive chimney, cast-iron pillars, water balance tower, furnaces, kilns, workers' housing, church, school, workmen's hall",Internal (DS/OUV),,,,,,,,,,,,,,"Extensive conservation work undertaken at Ironworks, Big Pit, town settlement, and landscape; St. Peter's School restored as WHS Interpretation Centre",Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
987,Roman Walls of Lugo,Spain,Yes,"Slate, Granite",Roman military fortification / Late imperial defensive walls; nan,Internal (DS/OUV),,3rd and 4th centuries AD (later part of the 3rd century),Internal (DS/OUV),,Western Roman Empire / Roman,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,Conglomerate (slate slabs & worked stone pieces from Roman buildings),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Local materials (""use of local materials such as slate, granite..."")",Internal (DS/OUV),,,,,Internal and external facings (slate with some granite); core filling (conglomerate of slate slabs and worked stone pieces),Internal (DS/OUV),,,,,Interlocked with lime mortar; core filling of conglomerate of slate slabs and worked stone pieces re-used from Roman buildings,Internal (DS/OUV),,Minor pressures from relative humidity and water (noted as under control),Internal (DS/OUV),,Re-used worked stone pieces from earlier Roman buildings,Internal (DS/OUV),,"Renovation, rehabilitation, and maintenance interventions carried out under the ""Advance Integral Plan for the Conservation and Restoration of the Walls of Lugo""",Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
990,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",Italy,Yes,Limestone,"Umbrian hill town, medieval city, basilicas, sanctuaries, fort, hermitage sites; nan",Internal (DS/OUV),,"Ancient Roman origins, 13th century (medieval) through late 15th–18th centuries",Internal (DS/OUV),,"Umbrian-Roman, Medieval, Renaissance",Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,Assisi type of stone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Mount Subasio slopes (local hill context),Internal (DS/OUV),,Italy,,,Local,,,,,,"Walls, foundations, vaults, basilicas, fort (Rocca Maggiore), sanctuaries",,,,,,Stone construction / terraced Roman town foundation,Internal (DS/OUV),,,,,,,,Restoration works carried out following earthquake damage (e.g. collapse of parts of the vaults in the Basilica of San Francesco),,,Excellent,,,,,,Tier 9: Unflagged,
1003,Longmen Grottoes,China,Yes,Limestone,"Layout, Plan, Tang Dynasty, Traditional; nan",Internal (DS/OUV),,Late 5th century to mid-8th century (Late Northern Wei & Tang Dynasties),Internal (DS/OUV),,Late Northern Wei Dynasty and Tang Dynasty,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (Carved directly into steep limestone cliffs on-site),Internal (DS/OUV),,,,,"Rock-cut caves, niches, and stupas carved into steep cliffs",Internal (DS/OUV),,"Relief carvings, stone statues, steles, and inscriptions",Internal (DS/OUV),,Stone carving / Rock-cut architecture,Internal (DS/OUV),,,,,,,,"Environmental monitoring, conservation materials, and deterioration control measures under ""The Conservation Plan of the Longmen Grottoes""",Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
1006,Neolithic Flint Mines at Spiennes (Mons),Belgium,Yes,"Chalk, Flint","Building, Monument, Plan, Structure; nan",,,Neolithic (from the last third of the 5th millennium until the first half of the 3rd millennium),Internal (DS/OUV),,Michelsberg culture,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,Flint,Internal (DS/OUV),,Flint nodules within chalk plateaux,Internal (DS/OUV),,Neolithic / Cretaceous chalk formations,Internal (DS/OUV),,Chalk plateaux to the south-east of the city of Mons,Internal (DS/OUV),,,,,,,,,,,Neolithic Flint Mines at Spiennes (Petit Spiennes / Camp à Cayaux),Internal (DS/OUV),,Belgium,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Production of tools, long blades, and axes to fell trees; underground galleries and vertical shafts",Internal (DS/OUV),,,,,"'Striking' technique (freeing from below with support of a central chalk wall, shoring up, and lowering)",Internal (DS/OUV),,,,,,,,Modern installations for comfort and security,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
1011,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,Armenia,Yes,Tuff (stone of volcanic origin),"Central-domed cross-hall type church, four-column domed basilica, three-aisled basilica, circular structure; nan",Internal (DS/OUV),,"AD 301–303 (Cathedral), AD 618 (St. Hripsime), AD 630 (St. Gayane), Middle of 7th century (Zvartnots), AD 1694 (St. Shoghakat), AD 1767 (St. Mariam Astvatsatsin)",Internal (DS/OUV),,Early Christian / Medieval Armenian,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,Marble,Internal (DS/OUV),,,,,"Tuff (volcanic ash/pyroclastic rock), Marble",Internal (DS/OUV),,,,,,,,Brown (well-processed tuff at St Shoghakat),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Walls, dome/roofing slabs, pillars, vaults, foundations, columns",Internal (DS/OUV),,"Internal marble painting surface (main apse fresco base), rich bas-reliefs and high-reliefs",Internal (DS/OUV),,Well-processed tuff blocks,Internal (DS/OUV),,,,,Lead roofing replaced by stone slabs (2000 AD),Internal (DS/OUV),,Roof and walls renovated in 1652; monastery renovated 1866–1882; dome stone slabs added in 2000,Internal (DS/OUV),,Good,Internal (DS/OUV),,,,,Tier 9: Unflagged,
1014,The Archaeological Heritage of Niah National Park’s Caves Complex,Malaysia,Yes,Limestone,"Cave complex, archaeological sites, rock paintings, and boat-shaped burials",Internal (DS/OUV),,"Pleistocene to Mid-Holocene (approx. 50,000 years ago)",Internal (DS/OUV),,"Prehistoric humans (foragers, rice farmers, two disconnected populations)",Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,,,,,,,
1016,Historical Centre of the City of Arequipa,Peru,Yes,Sillar (Volcanic Stone / Volcanic Rock),"Colonial, Andean Baroque (Mestizo Baroque), Rococo, Neoclassical, Vernacular (Casonas), Historicist; nan",Internal (DS/OUV),,16th to 20th Century A.D.,Internal (DS/OUV),,"Spanish Colonial, European integrated with Native / Indigenous (Pre-Hispanic / Inca influence)",Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,External,"Bustamante, R., Vazquez, P., & Prendes, N. (2021). Properties of the Ignimbrites in the Architecture of the Historical Center of Arequipa, Peru. Applied Sciences, 11(22), 10571. https://doi.org/10.3390/app112210571",Andesite (Lava rock / River boulders),Internal (DS/OUV),,Sillar (specifically Sillar de Arequipa),Internal (DS/OUV),,Dacitic to Rhyolitic Non-welded / Indurated Ignimbrite (Vitric Tuff / Pyroclastic Flow Deposit),External,"Bustamante, R., Vazquez, P., & Prendes, N. (2021). Properties of the Ignimbrites in the Architecture of the Historical Center of Arequipa, Peru. Applied Sciences, 11(22), 10571. https://doi.org/10.3390/app112210571",,,,na,,,Predominantly White (also Pink/Reddish hues),Internal (DS/OUV),,,,,,,,"Canteras de Añashuayco (Añashuayco Ravine / Paccha Quarry), Airport Quarry",External,"1: https://idus.us.es/bitstreams/f94e9778-fdc8-489b-9d19-a0bab25d1fd7/download
 
2: https://meetingorganizer.copernicus.org/EGU21/EGU21-8355.html",Peru,Internal (DS/OUV),,Local (Extracted from nearby volcanic quarries surrounding the city),Internal (DS/OUV),,,,,"Robust load-bearing walls, foundations, semi-circular arches, porticos, thick vaults, pillars, bridges (Puente Real / Puente Grau)",Internal (DS/OUV),,"Intricate Baroque facade relief carvings, carved corbels, protruding pediments, cornices, decorative doorways, window flanking pillars",Internal (DS/OUV),,"Ashlar masonry (Sillar blocks, voussoirs, paving tiles cut to sizes such as 40x40x20 cubic cm), intricate hand carving by native masons",Internal (DS/OUV),,"Damage due to seismic activity (earthquakes), low-intensity volcanic activity, ENSO/flooding, high atmospheric pollution from vehicle emissions, and erosion",Internal (DS/OUV),,,,,Rebuilding and adaptive reuse following major earthquakes; ~20% of declared casonas/monuments are fully restored,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Advisory Body Evaluation (ICOMOS 2000); Peruvian National Law Nº 28296; Municipal Ordinance Nº 13-99; Peer-reviewed geological and architectural studies on Arequipa ignimbrites,,,Tier 9: Unflagged,
