Site ID,Site Name,Country,Latitude,Longitude,UNESCO Criteria,Architecture Type,UNESCO Mention,Mentioned Major Stone(s),Local Stone Name,Secondary Stone,Rock Class,Lithology,Local vs Imported,Quarry,Masonry Technique,Structural Use,Condition,Weathering,Stone_Mention_OUV_Excerpt,Stone_Potential_Flag,Potential_Tier_Description
1613.0,The Great Spa Towns of Europe,"Austria,Belgium,Czechia,France,Germany,Italy,United Kingdom of Great Britain and Northern Ireland",,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",skipped; bvhp,No,skiiped; bvvhp,,,,,,,,,,,Major Stone: skiiped; bvvhp,bvhp,Tier 6: High Probability Ashlar / Urban Core (1-v Very High)
449.0,Peking Man Site at Zhoukoudian,China,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Natural limestone caves; nan,Yes,Limestone,,,,,"Local (""natural limestone caves in this area"")",,,Natural caves used as a survival environment,Excellent,,Major Stone: Limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1471.0,Necropolis of Bet She’arim: A Landmark of Jewish Renewal,Israel,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Catacombs / Necropolis; nan,Yes,Limestone,,,Sedimentary Rock,Limestone,Local (Hewed directly into the slopes / in-situ),,Hewed (man-made excavation into bedrock),Hewed into slopes to create subterranean catacombs,Good,,Major Stone: Limestone | Lithology: Limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1293.0,Hegra Archaeological Site (al-Hijr / Madā ͐ in Ṣāliḥ),Saudi Arabia,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;","Monumental tombs with decorated facades, water wells; nan",Yes,Sandstone,,,Sedimentary Rock,,,In-situ (directly cut into the rock/ground),Directly cut/sunk into the rock and sandstone,Monuments and artificial water wells,Excellent,,Major Stone: Sandstone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1602.0,Ancient Ferrous Metallurgy Sites of Burkina Faso,Burkina Faso,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",skipped; bvhp,Yes,,,,,,,,,,,,,bvhp,Tier 6: High Probability Ashlar / Urban Core (1-v Very High)
1695.0,Zagori Cultural Landscape,Greece,,,"(v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Traditional, Vernacular (Byzantine and Ottoman influences); nan",Yes,Limestone,,,Sedimentary Rock,,"Local (""sustainable management of natural resources"" from the environment)",,"Limestone masonry, drystone walling","Stone-arched bridges, traditional buildings, cobbled paths, staircases",Excellent,Vulnerable due to socio-cultural and environmental pressures,Major Stone: Limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1527.0,Caves and Ice Age Art in the Swabian Jura,Germany,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Caves (natural structures used as dwellings/sites); nan,No,Limestone,,,,,,,,Natural cliffs and caves (protecting archaeological deposits),Good,,Major Stone: Limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1597.0,Writing-on-Stone / Áísínai’pi,Canada,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Indigenous, Plan, Traditional (Element: Wall); nan",Yes,Sandstone,,,Sedimentary Rock,Sandstone,Local (in situ archaeological remains),,,Walls (Natural landscape features),Excellent,Erosion (sculpted the hoodoos),Major Stone: Sandstone | Lithology: Sandstone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
476.0,Chongoni Rock-Art Area,Malawi,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Rock art shelters / Rock overhangs; nan,Yes,Granite,,,,,,,,Protective setting (Topography of rock overhangs),Excellent,"Natural weathering processes, water ingress",Major Stone: Granite | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
915.0,Fossil Hominid Sites of South Africa,South Africa,,,,"Paleontological site; Plan, Structure, Pinnacle, Caves, Rocky Outcrops; nan",No,"Breccia, Dolomitic Limestone, Limestone",,,,,Local (natural settings and caves),Limestone quarry at Dart Pinnacle,,Natural caves and cave fillings preserving fossils,Good,,"Major Stone: Breccia, Dolomitic Limestone, Limestone | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
231.0,Red Fort Complex,India,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Fort, Palace (Islamic, Persian, Timurid, and Hindu traditions; Mughal Architecture); nan",Yes,Red sandstone,,,,,,,,Massive enclosing walls,Good,,Major Stone: Red sandstone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
936.0,"Cueva de las Manos, Río Pinturas",Argentina,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Cave, Rock shelter; nan",Yes,"Rock (Specifically mentioned as cave walls, rock shelters, and stable rock strata)",,Mineral Pigments,,,,,,Rock shelter screening / Cave structure,Excellent,"Protected by very low humidity, no water infiltration, and stable rock strata.","Major Stone: Rock (Specifically mentioned as cave walls, rock shelters, and stable rock strata) | Secondary Stone: Mineral Pigments | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
202.0,Ancient City of Sigiriya,Sri Lanka,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",rock art; nan,Yes,Granite,," Bricks, Plaster",Igneous Rock,,,,Constructed of bricks and plaster,Used as a foundational peak (180m high) and for a gigantic lion structure (galleries/staircases emerging from mouth).,,,"Major Stone: Granite | Secondary Stone:  Bricks, Plaster | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1145.0,Petroglyphs of the Archaeological Landscape of Tanbaly,Kazakhstan,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Petroglyphs, stone enclosures (boxes and cists), mounds (kurgans) of stone and earth, altars, tombs, gallery; nan",Yes,"shale/slate (maybe) ""Shiny black stones"", bedrock, rock massifs",,,Metamorphic Rock,,Local (in-situ natural landscape / unsheltered rock faces),,Picketing technique with stone or metal tools,Stone enclosures with boxes and cists; mounds of stone and earth,Excellent,Vulnerable to exfoliation due to water ingress and stratification of the bedrock parallel to the surface; exacerbated by extreme daily/seasonal temperature variations,"Major Stone: shale/slate (maybe) ""Shiny black stones"", bedrock, rock massifs | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1246.0,Iwami Ginzan Silver Mine and its Cultural Landscape,Japan,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Mining archaeological sites, smelting/refining sites, settlements, fortresses, shrines, port towns, traditional wooden buildings.; nan",Yes,Silver ore,,,,,Local (mined on-site until resource exhaustion).,Iwami Ginzan Silver Mine (cluster of mountains rising to 600m).,,"NA (Geological materials are not noted for structural use; ""traditional wooden buildings"" are used for structures).",Excellent,,Major Stone: Silver ore | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1287.0,Mantua and Sabbioneta,Italy,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",skipped; bvvvvhp,Yes,,,,,,,,,,,,,bvvvvhp,Tier 3: Monumental Megalithic / Sanctuary Architecture (4-v Very Very Very High)
1312.0,Tower of Hercules,Spain,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Lighthouse, Tower, Monument, Roman building; nan",Yes,"Only general terms like ""rock"" and ""masonry"" are used",,,,,,,Roman masonry,Built on a 57-metre high rock; central Roman masonry core,Excellent,,"Major Stone: Only general terms like ""rock"" and ""masonry"" are used | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1740.0,Petroglyphs along the Bangucheon Stream,Republic of Korea,,,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,petroglyphs; nan,Yes,,,,,,,,Carved and engraved using stone and metal tools,,Excellent,Environmental pressures (potential drying out of the Daegok-ri panel due to the Sayeon Dam),OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1117.0,Landscape of the Pico Island Vineyard Culture,Portugal,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Linear walls, rectangular plots (currais), manor houses, conventional houses, wine cellars, warehouses, churches, pathways, wells, ports, ramps; nan",Yes,"Basalt, Lava",,,Igneous Rock,,Local,,Stone-walled / linear walls (Specific masonry technique name NA),Construction of protective walls for plots (currais) against wind and salt spray; buildings,Good,,"Major Stone: Basalt, Lava | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1107.0,Incense Route - Desert Cities in the Negev,Israel,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",skipped; bvvhp,No,skipped; bvvhp,,,,,,,,,,,Major Stone: skipped; bvvhp,bvvhp,Tier 5: Major Ashlar Masonry / Imperial Ruins (2-v Very High)
1577.0,Budj Bim Cultural Landscape,Australia,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Aquaculture system (channels, weirs, dams, ponds, sinkholes); nan",Yes,"Volcanic rock, Lava, Stone",,,Igneous Rock,Volcanic rock / Lava flow,"Local (""abundant local volcanic rock"")",,"Stone-walled facilities, stone weirs","Constructed channels, weirs, and dams for water flow management",Excellent,,"Major Stone: Volcanic rock, Lava, Stone | Lithology: Volcanic rock / Lava flow | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
